entity_id,entity_name,region,fragility_bucket,as_of_date,organized_violence_events,protest_events,interstate_tension_events,humanitarian_displacement_flow,news_volume_7d,news_tone_7d,macro_stress_index,shipping_disruption_index,climate_stress_index,neighbor_spillover_index,structural_fragility_index,missing_macro_flag,lag_1d_organized_violence_events,lag_7d_organized_violence_events,lag_7d_protest_events,lag_7d_displacement_flow,rolling_14d_violence_mean,rolling_30d_violence_volatility,delta_7d_vs_30d_violence,zscore_30d_news_volume
col,Colombia,latin_america,medium,2023-01-14,0,0,0,5.943875802726626,2.0,0.0023559953065296463,0.5943875802726626,0.30636147187158985,0.3733412393376009,0.1,0.5,0,0.0,0.0,0.0,5.620342792034599,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-15,0,0,0,5.9670008308646185,2.0,-0.05862728537024897,0.5967000830864618,0.30166372151446813,0.3764224297917721,0.1,0.5,0,0.0,0.0,0.0,5.6829419696157935,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-16,0,0,0,5.984056430091934,2.0,-0.04703499341012112,0.5984056430091934,0.29677382048164774,0.3794484266311391,0.1,0.5,0,0.0,0.0,0.0,5.740348217694824,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-17,0,0,0,5.994989973208109,2.0,0.05653066151250044,0.5994989973208109,0.2917010109863151,0.3824156321184722,0.1,0.5,0,0.0,0.0,0.0,5.792384402059914,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-18,0,0,0,5.999767723388205,2.0,0.007881331169923239,0.5999767723388205,0.2864548809498811,0.3853205184160978,0.1,0.5,0,0.0,0.0,0.0,5.838889958507511,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-19,0,0,0,5.998374938282032,2.0,0.0023999620781028482,0.5998374938282032,0.28104534588022095,0.38815963178029617,0.1,0.5,0,0.0,0.0,0.0,5.8797213882833805,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-20,0,0,0,5.99081591550353,2.0,-0.0026730894419028594,0.599081591550353,0.27548263013075563,0.39092959666760435,0.1,0.5,0,0.0,0.0,0.0,5.914752700866089,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-21,0,0,0,5.977113979369938,2.0,0.0019200130777673248,0.5977113979369938,0.26977724757579596,0.393627119748145,0.1,0.5,0,0.0,0.0,0.0,5.943875802726626,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-22,0,0,0,5.957311408931675,2.0,0.04027028234718992,0.5957311408931675,0.26393998173867483,0.39624899382120726,0.1,0.5,0,0.0,0.0,0.0,5.9670008308646185,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-23,0,0,0,5.931469307515,2.0,0.027628364867803776,0.5931469307515,0.2579818654102257,0.3987921016284247,0.1,0.5,0,0.0,0.0,0.0,5.984056430091934,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-24,0,0,0,5.899667414180005,2.0,0.01078523500122473,0.5899667414180005,0.25191415979613113,0.4012534195600177,0.1,0.5,0,0.0,0.0,0.0,5.994989973208109,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-25,0,0,0,5.862003857675695,2.0,-0.05214341787950053,0.5862003857675695,0.24574833323255177,0.40363002124969216,0.1,0.5,0,0.0,0.0,0.0,5.999767723388205,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-26,0,0,0,5.818594853651364,2.0,0.025555438245486353,0.5818594853651364,0.23949603951026754,0.4059190810539221,0.1,0.5,0,0.0,0.0,0.0,5.998374938282032,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-27,0,0,0,5.769574346058574,2.0,-0.0342123538996247,0.5769574346058575,0.2331690958482972,0.4081178774114781,0.1,0.5,0,0.0,0.0,0.0,5.99081591550353,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-01-28,0,1,0,5.715093593850209,3.0,0.05469228379502394,0.5715093593850209,0.22677946055862902,0.4102237960792079,0.1,0.5,0,0.0,0.0,0.0,5.977113979369938,0.0,0.0,0.0,1.0
col,Colombia,latin_america,medium,2023-01-29,0,2,0,5.655320704251921,5.0,-0.06355254108620638,0.5655320704251922,0.2203392104442768,0.4122343332402222,0.1,0.5,0,0.0,0.0,0.0,5.957311408931675,0.0,0.0,0.0,2.9642857142857144
col,Colombia,latin_america,medium,2023-01-30,0,2,0,5.590440114046098,7.0,-0.0068810488137794265,0.5590440114046098,0.21386051797338057,0.4141470984807897,0.1,0.5,0,0.0,0.0,0.0,5.931469307515,0.0,0.0,0.0,4.862068965517242
col,Colombia,latin_america,medium,2023-01-31,0,3,0,5.520652020468939,10.0,-0.00036791431456354747,0.5520652020468939,0.2073556282724947,0.41595981763240236,0.1,0.5,0,0.0,0.0,0.0,5.899667414180005,0.0,0.0,0.0,7.7
col,Colombia,latin_america,medium,2023-02-01,0,1,0,5.4461717634766496,11.0,-0.06623227753220683,0.5446171763476649,0.20083683598254667,0.4176703354756317,0.1,0.5,0,0.0,0.0,0.0,5.862003857675695,0.0,0.0,0.0,8.433333333333334
col,Colombia,latin_america,medium,2023-02-02,0,0,0,5.367229161286879,11.0,0.08609858219282396,0.5367229161286879,0.19431646202121086,0.4192766183025617,0.1,0.5,0,0.0,0.0,0.0,5.818594853651364,0.0,0.0,0.0,8.133333333333333
col,Colombia,latin_america,medium,2023-02-03,0,0,0,5.2840678012456515,11.0,0.07302033836297761,0.5284067801245651,0.1878068302956177,0.42077675633475076,0.1,0.5,0,0.0,0.0,0.0,5.769574346058574,0.0,0.0,0.0,7.833333333333334
col,Colombia,latin_america,medium,2023-02-04,0,0,0,5.196944288207913,10.0,-0.02317918808045416,0.5196944288207913,0.1813202444094125,0.42216896599384957,0.1,0.5,0,0.0,0.0,1.0,5.715093593850209,0.0,0.0,0.0,6.533333333333333
col,Colombia,latin_america,medium,2023-02-05,0,0,0,5.106127452750924,8.0,0.038586058278226164,0.5106127452750924,0.17486896440818914,0.42345159202217353,0.1,0.5,0,0.0,0.0,2.0,5.655320704251921,0.0,0.0,0.0,4.266666666666667
col,Colombia,latin_america,medium,2023-02-06,0,0,0,5.011897521663635,6.0,0.01893380348351059,0.5011897521663635,0.16846518360725116,0.42462310945070947,0.1,0.5,0,0.0,0.0,2.0,5.590440114046098,0.0,0.0,0.0,2.066666666666667
col,Colombia,latin_america,medium,2023-02-07,0,0,0,4.9145452532716245,3.0,-0.1306779731672629,0.49145452532716244,0.16212100554549713,0.42568212541221684,0.1,0.5,0,0.0,0.0,3.0,5.520652020468939,0.0,0.0,0.0,-1.0666666666666664
col,Colombia,latin_america,medium,2023-02-08,0,0,0,4.814371040265645,2.0,0.012519900813879527,0.48143710402656453,0.15584842110898908,0.4266273807972669,0.1,0.5,0,0.0,0.0,1.0,5.4461717634766496,0.0,0.0,0.0,-2.0999999999999996
col,Colombia,latin_america,medium,2023-02-09,0,0,0,4.711683982802132,2.0,-0.003067203991662425,0.4711683982802132,0.14965928586744154,0.4274577517512523,0.1,0.5,0,0.0,0.0,0.0,5.367229161286879,0.0,0.0,0.0,-2.0999999999999996
col,Colombia,latin_america,medium,2023-02-10,0,0,0,4.606800934735713,2.0,0.0041608676737265185,0.46068009347357125,0.1435652976664668,0.42817225101058537,0.1,0.5,0,0.0,0.0,0.0,5.2840678012456515,0.0,0.0,0.0,-2.0999999999999996
col,Colombia,latin_america,medium,2023-02-11,1,0,0,24.500045525926726,3.0,-0.2038437459913589,0.4500045525926726,0.13757797451792864,0.42877002907649847,0.1,0.5,0,0.0,0.0,0.0,5.196944288207913,0.0,0.0,0.0,-1.0999999999999996
col,Colombia,latin_america,medium,2023-02-12,1,0,0,34.3917471636405,4.0,-0.31346735231102024,0.4391747163640499,0.13170863283019263,0.4292503752250495,0.1,0.5,0,1.0,0.0,0.0,5.106127452750924,0.07142857142857142,0.18257418583505536,-0.07142857142857142,-0.13333333333333375
col,Colombia,latin_america,medium,2023-02-13,2,0,0,44.28224001611974,6.0,-0.6089129381691148,0.4282240016119735,0.1259683660194194,0.42961271835213166,0.35,0.5,0,1.0,0.0,0.0,5.011897521663635,0.14285714285714285,0.2537081317024624,-0.14285714285714285,1.7999999999999998
col,Colombia,latin_america,medium,2023-02-14,2,0,0,54.17186198146628,8.0,-0.840595289139384,0.4171861981466282,0.12036802354232719,0.42985662765248406,0.35,0.5,0,2.0,0.0,0.0,4.9145452532716245,0.2857142857142857,0.43417248545530474,-0.2857142857142857,3.666666666666667
col,Colombia,latin_america,medium,2023-02-15,1,0,0,64.06095364501397,9.0,-1.0332786469804494,0.4060953645013973,0.1149181903900523,0.4299818131318941,0.35,0.5,0,2.0,0.0,0.0,4.814371040265645,0.42857142857142855,0.5508613944197479,-0.42857142857142855,4.466666666666667
col,Colombia,latin_america,medium,2023-02-16,0,0,0,33.94985722840966,9.0,-1.0502777515101331,0.3949857228409662,0.10962916708186603,0.4299881259519843,0.35,0.5,0,1.0,0.0,0.0,4.711683982802132,0.5,0.5683207771559354,-0.5,4.233333333333333
col,Colombia,latin_america,medium,2023-02-17,0,0,0,3.838915533645207,9.0,-0.973551500104453,0.38389155336452074,0.10451095019656091,0.4298755586071725,0.35,0.5,1,0.0,0.0,0.0,4.606800934735713,0.5,0.5683207771559354,-0.5,4.0
col,Colombia,latin_america,medium,2023-02-18,0,0,0,3.728470885298738,8.0,-0.9277623964881823,0.3728470885298738,0.09957321347830272,0.4296442449335957,0.35,0.5,0,0.0,1.0,0.0,24.500045525926726,0.5,0.5683207771559354,0.5,2.7666666666666666
col,Colombia,latin_america,medium,2023-02-19,0,0,0,3.6188640742490294,7.0,-0.7694715152437692,0.36188640742490297,0.09482528955266044,0.4292944599499863,0.35,0.5,0,0.0,1.0,0.0,34.3917471636405,0.5,0.5683207771559354,0.5,1.5666666666666664
col,Colombia,latin_america,medium,2023-02-20,0,0,0,3.5104333061223096,5.0,-0.5408377505669529,0.351043330612231,0.09027615228737067,0.42882661953069057,0.35,0.5,0,0.0,2.0,0.0,44.28224001611974,0.5,0.5683207771559354,1.5,-0.5999999999999996
col,Colombia,latin_america,medium,2023-02-21,0,0,0,3.4035131577161817,3.0,-0.07154470768581937,0.34035131577161815,0.08593439983117651,0.42824127991121835,0.35,0.5,0,0.0,2.0,0.0,54.17186198146628,0.5,0.5683207771559354,1.5,-2.7
col,Colombia,latin_america,medium,2023-02-22,0,0,0,3.29843354462076,2.0,0.048216618409721426,0.329843354462076,0.08180823836279894,0.42753913702691004,0.1,0.5,0,0.0,1.0,0.0,64.06095364501397,0.5,0.5683207771559354,0.5,-3.7333333333333334
col,Colombia,latin_america,medium,2023-02-23,0,0,0,3.1955187032225476,2.0,0.04584240222558539,0.31955187032225474,0.07790546658075469,0.42672102568550996,0.1,0.5,0,0.0,0.0,0.0,33.94985722840966,0.5,0.5683207771559354,-0.5,-3.7333333333333334
col,Colombia,latin_america,medium,2023-02-24,0,0,0,3.095086190232203,2.0,0.03344492232234687,0.3095086190232203,0.0742334609633376,0.42578791857462717,0.1,0.5,0,0.0,0.0,0.0,3.838915533645207,0.5,0.5683207771559354,-0.5,-3.7333333333333334
col,Colombia,latin_america,medium,2023-02-25,0,0,0,2.9974459028233107,2.0,0.0055074293831826006,0.2997445902823311,0.07079916182662152,0.42474092510526573,0.1,0.5,0,0.0,0.0,0.0,3.728470885298738,0.5,0.5683207771559354,-0.5,-3.7333333333333334
col,Colombia,latin_america,medium,2023-02-26,0,0,0,2.9028991224055902,2.0,0.010774446959116446,0.290289912240559,0.06760906020683691,0.42358129009279866,0.1,0.5,0,0.0,0.0,0.0,3.6188640742490294,0.42857142857142855,0.5683207771559354,-0.42857142857142855,-3.7333333333333334
col,Colombia,latin_america,medium,2023-02-27,0,0,0,2.811737584983152,2.0,-0.012600329513365392,0.2811737584983152,0.0646691855919137,0.4223103922769531,0.1,0.5,0,0.0,0.0,0.0,3.5104333061223096,0.35714285714285715,0.5683207771559354,-0.35714285714285715,-3.7333333333333334
col,Colombia,latin_america,medium,2023-02-28,0,0,0,2.7242425809662962,2.0,-0.010180021286147312,0.2724242580966296,0.061985094525379064,0.4209297426825682,0.1,0.5,0,0.0,0.0,0.0,3.4035131577161817,0.21428571428571427,0.5683207771559354,-0.21428571428571427,-3.7
col,Colombia,latin_america,medium,2023-03-01,0,0,0,2.640684087214508,2.0,0.0027151805856847136,0.26406840872145076,0.059561860104148906,0.4194409828230725,0.1,0.5,0,0.0,0.0,0.0,3.29843354462076,0.07142857142857142,0.5683207771559354,-0.07142857142857142,-3.5999999999999996
col,Colombia,latin_america,medium,2023-03-02,0,0,0,2.5613199339888357,2.0,0.07559147557818886,0.2561319933988836,0.057404062390063154,0.4178458827488186,0.1,0.5,0,0.0,0.0,0.0,3.1955187032225476,0.0,0.5683207771559354,0.0,-3.4333333333333336
col,Colombia,latin_america,medium,2023-03-03,0,0,0,2.4863950093841436,2.0,0.02778439509040393,0.24863950093841436,0.055515779753287725,0.41614633894259445,0.1,0.5,0,0.0,0.0,0.0,3.095086190232203,0.0,0.5683207771559354,0.0,-3.166666666666667
col,Colombia,latin_america,medium,2023-03-04,0,0,0,2.4161405036960253,2.0,-0.0029230062879430727,0.24161405036960254,0.0539005811639445,0.41434437206481367,0.1,0.5,0,0.0,0.0,0.0,2.9974459028233107,0.0,0.5683207771559354,0.0,-2.8666666666666663
col,Colombia,latin_america,medium,2023-03-05,0,0,0,2.3507731960540266,2.0,-0.028969602522169808,0.23507731960540265,0.05256151944653875,0.41244212455106577,0.1,0.5,0,0.0,0.0,0.0,2.9028991224055902,0.0,0.5683207771559354,0.0,-2.5666666666666664
col,Colombia,latin_america,medium,2023-03-06,0,0,0,2.29049478552232,2.0,-0.03174992437058298,0.229049478552232,0.051501125509933215,0.41044185806488304,0.1,0.5,0,0.0,0.0,0.0,2.811737584983152,0.0,0.5683207771559354,0.0,-2.2666666666666666
col,Colombia,latin_america,medium,2023-03-07,0,0,0,2.235491268731835,2.0,0.0801352505586245,0.2235491268731835,0.050721403563775,0.40834595080875163,0.1,0.5,0,0.0,0.0,0.0,2.7242425809662962,0.0,0.5683207771559354,0.0,-2.0
col,Colombia,latin_america,medium,2023-03-08,0,0,0,2.1859323659642085,2.0,0.025334365211355195,0.21859323659642085,0.050223827330416415,0.4061568946965648,0.1,0.5,0,0.0,0.0,0.0,2.640684087214508,0.0,0.5683207771559354,0.0,-1.7999999999999998
col,Colombia,latin_america,medium,2023-03-09,0,0,0,2.1419709974584764,2.0,0.0033775279155327334,0.21419709974584764,0.05000933725948914,0.40387729239088005,0.1,0.5,0,0.0,0.0,0.0,2.5613199339888357,0.0,0.5683207771559354,0.0,-1.6666666666666665
col,Colombia,latin_america,medium,2023-03-10,0,0,0,2.1037428115564047,2.0,-0.017309092107636138,0.2103742811556405,0.05007833875039666,0.4015098542085017,0.1,0.5,0,0.0,0.0,0.0,2.4863950093841436,0.0,0.5683207771559354,0.0,-1.6333333333333333
col,Colombia,latin_america,medium,2023-03-11,0,0,0,2.071365766142444,2.0,-0.05545267058502639,0.20713657661424437,0.05043070138608452,0.3990573948980695,0.1,0.5,0,0.0,0.0,0.0,2.4161405036960253,0.0,0.5683207771559354,0.0,-1.6333333333333333
col,Colombia,latin_america,medium,2023-03-12,0,0,0,2.044939764669806,2.0,-0.0033430778734948015,0.20449397646698061,0.05106575917953665,0.39652283029348345,0.1,0.5,0,0.0,0.0,0.0,2.3507731960540266,0.0,0.5683207771559354,0.0,-1.6333333333333333
col,Colombia,latin_america,medium,2023-03-13,0,0,0,2.024546347895778,2.0,0.043682901723510054,0.20245463478957781,0.051982311832531575,0.3939091738471438,0.1,0.5,0,0.0,0.0,0.0,2.29049478552232,0.0,0.5683207771559354,0.0,-1.6333333333333333
col,Colombia,latin_america,medium,2023-03-14,0,0,0,2.010248442277438,2.0,-0.019626862341874503,0.2010248442277438,0.05317862700427986,0.3912195330471285,0.1,0.5,0,0.0,0.0,0.0,2.235491268731835,0.0,0.5508613944197479,0.0,-1.6
col,Colombia,latin_america,medium,2023-03-15,0,0,0,2.0020901658041437,2.0,-0.011362129150028006,0.20020901658041435,0.05465244358565449,0.3884571057225677,0.1,0.5,0,0.0,0.0,0.0,2.1859323659642085,0.0,0.5306686305052324,0.0,-1.5333333333333332
col,Colombia,latin_america,medium,2023-03-16,0,0,1,2.0000966918659158,2.0,-0.01105171757194892,0.20000966918659158,0.05640097597282606,0.3856251762416075,0.1,0.5,0,0.0,0.0,0.0,2.1419709974584764,0.0,0.4025778999364489,0.0,-1.4
col,Colombia,latin_america,medium,2023-03-17,0,0,1,2.004274171577774,2.0,0.005479718399908434,0.2004274171577774,0.058420919332224874,0.38272711160648437,0.1,0.5,0,0.0,0.0,0.0,2.1037428115564047,0.0,0.1825741858350555,0.0,-1.2000000000000002
col,Colombia,latin_america,medium,2023-03-18,0,0,0,2.014609714799694,2.0,-0.07965054393728045,0.20146097147996944,0.06070845584687953,0.3797663574503516,0.1,0.5,0,0.0,0.0,0.0,2.071365766142444,0.0,0.0,0.0,-0.9666666666666668
col,Colombia,latin_america,medium,2023-03-19,0,0,0,2.0310714299107615,2.0,-0.011769917598254551,0.20310714299107616,0.06325926193232512,0.3767464339406186,0.1,0.5,0,0.0,0.0,0.0,2.044939764669806,0.0,0.0,0.0,-0.7333333333333334
col,Colombia,latin_america,medium,2023-03-20,0,0,0,2.0536085222147826,2.0,-0.042719775907703574,0.20536085222147826,0.06606851640844363,0.3736709315936734,0.1,0.5,0,0.0,0.0,0.0,2.024546347895778,0.0,0.0,0.0,-0.5
col,Colombia,latin_america,medium,2023-03-21,0,0,0,2.0821514506737233,2.0,0.04422925162813027,0.20821514506737232,0.06913090961179014,0.37054350700596367,0.1,0.5,0,0.0,0.0,0.0,2.010248442277438,0.0,0.0,0.0,-0.2999999999999998
col,Colombia,latin_america,medium,2023-03-22,0,0,0,2.1166121424853426,2.0,-0.03852993382824299,0.21166121424853426,0.07244065343118292,0.3673678785065125,0.1,0.5,0,0.0,0.0,0.0,2.0020901658041437,0.0,0.0,0.0,-0.1333333333333333
col,Colombia,latin_america,medium,2023-03-23,0,0,0,2.1568842648429225,2.0,0.028852337365034775,0.21568842648429223,0.07599149224758885,0.3641478217360382,0.1,0.5,0,0.0,0.0,0.0,2.0000966918659158,0.0,0.0,0.0,-0.033333333333333215
col,Colombia,latin_america,medium,2023-03-24,0,0,0,2.202843553038541,2.0,0.076221872636338,0.22028435530385407,0.07977671475762739,0.36088716515793307,0.1,0.5,0,0.0,0.0,0.0,2.004274171577774,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-03-25,0,0,0,2.2543481938974828,2.0,-0.015679813064081276,0.22543481938974827,0.08378916665834635,0.3575897855064392,0.1,0.5,0,0.0,0.0,0.0,2.014609714799694,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-03-26,0,0,0,2.3112392633606644,2.0,-0.030078812606173306,0.23112392633606646,0.08802126416929329,0.35425960317743355,0.1,0.5,0,0.0,0.0,0.0,2.0310714299107615,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-03-27,0,0,0,2.3733412168648402,2.0,0.00957161295630464,0.23733412168648402,0.09246500836632668,0.350900577567301,0.1,0.5,0,0.0,0.0,0.0,2.0536085222147826,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-03-28,0,0,0,2.440462431007471,2.0,-0.00010145138045143063,0.24404624310074713,0.09711200030007322,0.3475167023654384,0.1,0.5,0,0.0,0.0,0.0,2.0821514506737233,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-03-29,0,0,0,2.5123957948248776,2.0,-0.04968081736698557,0.25123957948248776,0.10195345687045822,0.34411200080598675,0.1,0.5,0,0.0,0.0,0.0,2.1166121424853426,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-03-30,0,0,0,2.588919348859217,2.0,0.023045970785668977,0.25889193488592166,0.10698022742730375,0.3406905208844352,0.1,0.5,0,0.0,0.0,0.0,2.1568842648429225,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-03-31,0,0,0,2.669796970042355,2.0,0.1007758026737704,0.2669796970042355,0.11218281106561934,0.33725633054478615,0.1,0.5,0,0.0,0.0,0.0,2.202843553038541,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-04-01,0,0,0,2.7547791002833506,2.0,-0.012905599763286214,0.27547791002833505,0.11755137458289582,0.33381351284300254,0.1,0.5,0,0.0,0.0,0.0,2.2543481938974828,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-04-02,0,0,0,2.843603516511383,2.0,-0.01014380980323316,0.28436035165113827,0.12307577106446208,0.3303661610924875,0.1,0.5,0,0.0,0.0,0.0,2.3112392633606644,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-04-03,0,0,0,2.935996139798078,2.0,-0.05224660117845429,0.29359961397980777,0.1287455590617762,0.32691837399736884,0.1,0.5,0,0.0,0.0,0.0,2.3733412168648402,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-04-04,0,0,0,3.0316718810625836,2.0,0.01595442258432738,0.30316718810625837,0.13455002232740482,0.32347425077937436,0.1,0.5,0,0.0,0.0,0.0,2.440462431007471,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-04-05,0,0,0,3.1303355207498456,2.0,-0.06234881123538141,0.31303355207498457,0.14047819006938833,0.32003788630409125,0.1,0.5,1,0.0,0.0,0.0,2.5123957948248776,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-04-06,0,0,0,3.231682619767744,2.0,-0.05534655121757418,0.3231682619767744,0.14651885768671188,0.3166133662124053,0.1,0.5,0,0.0,0.0,0.0,2.588919348859217,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-04-07,0,0,0,3.335400458872266,2.0,0.06398336359218948,0.3335400458872266,0.15266060794668856,0.3132047620629076,0.1,0.5,0,0.0,0.0,0.0,2.669796970042355,0.0,0.0,0.0,-0.0
col,Colombia,latin_america,medium,2023-04-08,0,1,0,3.4411690036021487,3.0,-0.04527265296973221,0.34411690036021486,0.15889183256423056,0.3098161264910436,0.1,0.5,0,0.0,0.0,0.0,2.7547791002833506,0.0,0.0,0.0,1.0
col,Colombia,latin_america,medium,2023-04-09,0,2,0,3.548661891785525,5.0,0.05406787846656691,0.3548661891785525,0.16520075414222063,0.306451488390762,0.1,0.5,0,0.0,0.0,0.0,2.843603516511383,0.0,0.0,0.0,2.966666666666667
col,Colombia,latin_america,medium,2023-04-10,0,2,0,3.657547440571533,7.0,0.07621790018914036,0.3657547440571533,0.17157544843151568,0.30311484812438966,0.1,0.5,0,0.0,0.0,0.0,2.935996139798078,0.0,0.0,0.0,4.866666666666667
col,Colombia,latin_america,medium,2023-04-11,0,3,0,3.7674896698795406,10.0,0.012966322873837142,0.37674896698795407,0.17800386686851027,0.29981017276642974,0.1,0.5,0,0.0,0.0,0.0,3.0316718810625836,0.0,0.0,0.0,7.7
col,Colombia,latin_america,medium,2023-04-12,0,1,0,3.878149339108019,11.0,0.027669570142541178,0.3878149339108019,0.18447385934766083,0.29654139138693697,0.1,0.5,0,0.0,0.0,0.0,3.1303355207498456,0.0,0.0,0.0,8.433333333333334
col,Colombia,latin_america,medium,2023-04-13,0,0,0,3.989184993904169,11.0,0.09761254718433893,0.3989184993904169,0.1909731971859316,0.29331239038007784,0.1,0.5,0,0.0,0.0,0.0,3.231682619767744,0.0,0.0,0.0,8.133333333333333
col,Colombia,latin_america,medium,2023-04-14,0,0,0,4.100254019764345,11.0,-0.009836420103285833,0.41002540197643456,0.1974895962357563,0.29012700884343035,0.1,0.5,0,0.0,0.0,0.0,3.335400458872266,0.0,0.0,0.0,7.833333333333334
col,Colombia,latin_america,medium,2023-04-15,0,0,0,4.211013699214282,10.0,-0.02965028984708078,0.42110136992142827,0.20401074010283124,0.2869890340135162,0.1,0.5,0,0.0,0.0,1.0,3.4411690036021487,0.0,0.0,0.0,6.533333333333333
